province_id,longitude,latitude,is_hole
51,129.844,42.879,False
52,129.84,42.881,False
52,129.838,42.88,False
52,129.839,42.882,False
52,129.84,42.881,False
53,130.243,42.798,False
53,130.243,42.797,False
53,130.242,42.798,False
53,130.243,42.798,False
54,130.244,42.797,False
54,130.244,42.796,False
54,130.244,42.797,False
54,130.244,42.797,False
55,130.244,42.767,False
55,130.244,42.766,False
55,130.243,42.767,False
55,130.244,42.767,False
56,129.812,42.835,False
56,129.811,42.834,False
56,129.812,42.835,False
56,129.812,42.835,False
57,129.811,42.832,False
57,129.81,42.831,False
57,129.811,42.833,False
57,129.811,42.832,False
58,129.806,42.823,False
58,129.806,42.825,False
58,129.807,42.826,False
58,129.806,42.823,False
59,129.806,42.822,False
59,129.805,42.822,False
59,129.806,42.823,False
59,129.806,42.822,False
60,129.803,42.817,False
60,129.802,42.813,False
60,129.802,42.817,False
60,129.803,42.817,False
61,130.243,42.731,False
61,130.24,42.73,False
61,130.24,42.732,False
61,130.243,42.731,False
62,129.785,42.772,False
62,129.784,42.771,False
62,129.785,42.773,False
62,129.785,42.772,False
63,129.78,42.769,False
63,129.779,42.771,False
63,129.784,42.772,False
63,129.78,42.769,False
64,130.307,42.664,False
64,130.306,42.665,False
64,130.306,42.665,False
64,130.307,42.664,False
65,130.478,42.621,False
65,130.511,42.624,False
65,130.522,42.614,False
65,130.478,42.621,False
66,130.498,42.626,False
66,130.497,42.625,False
66,130.497,42.625,False
66,130.498,42.626,False
67,129.783,42.758,False
67,129.782,42.758,False
67,129.783,42.758,False
67,129.783,42.758,False
68,130.324,42.653,False
68,130.323,42.652,False
68,130.323,42.653,False
68,130.324,42.653,False
69,130.486,42.622,False
69,130.483,42.619,False
69,130.478,42.619,False
69,130.486,42.622,False
70,130.519,42.614,False
70,130.524,42.606,False
70,130.517,42.614,False
70,130.519,42.614,False
71,130.478,42.621,False
71,130.476,42.619,False
71,130.475,42.619,False
71,130.478,42.621,False
72,130.476,42.621,False
72,130.475,42.621,False
72,130.477,42.621,False
72,130.476,42.621,False
73,130.473,42.618,False
73,130.469,42.616,False
73,130.473,42.619,False
73,130.473,42.618,False
74,129.777,42.744,False
74,129.776,42.744,False
74,129.776,42.747,False
74,129.777,42.744,False
75,129.776,42.745,False
75,129.775,42.744,False
75,129.775,42.745,False
75,129.776,42.745,False
76,129.777,42.742,False
76,129.775,42.741,False
76,129.777,42.744,False
76,129.777,42.742,False
77,130.469,42.613,False
77,130.467,42.613,False
77,130.469,42.615,False
77,130.469,42.613,False
78,130.363,42.634,False
78,130.362,42.632,False
78,130.361,42.634,False
78,130.363,42.634,False
79,130.365,42.632,False
79,130.365,42.632,False
79,130.364,42.632,False
79,130.365,42.632,False
80,130.468,42.611,False
80,130.466,42.61,False
80,130.468,42.612,False
80,130.468,42.611,False
81,130.369,42.628,False
81,130.365,42.626,False
81,130.363,42.631,False
81,130.369,42.628,False
82,129.776,42.74,False
82,129.775,42.74,False
82,129.775,42.74,False
82,129.776,42.74,False
83,129.774,42.737,False
83,129.773,42.738,False
83,129.776,42.74,False
83,129.774,42.737,False
84,129.771,42.731,False
84,129.769,42.731,False
84,129.772,42.735,False
84,129.771,42.731,False
85,129.769,42.73,False
85,129.766,42.729,False
85,129.771,42.73,False
85,129.769,42.73,False
86,130.442,42.603,False
86,130.438,42.599,False
86,130.44,42.604,False
86,130.442,42.603,False
87,130.384,42.601,False
87,130.382,42.601,False
87,130.384,42.601,False
87,130.384,42.601,False
88,130.381,42.601,False
88,130.381,42.601,False
88,130.381,42.601,False
88,130.381,42.601,False
89,130.466,42.583,False
89,130.466,42.583,False
89,130.466,42.583,False
89,130.466,42.583,False
90,130.469,42.581,False
90,130.467,42.581,False
90,130.466,42.582,False
90,130.469,42.581,False
91,130.472,42.577,False
91,130.471,42.575,False
91,130.47,42.578,False
91,130.472,42.577,False
92,130.478,42.561,False
92,130.477,42.561,False
92,130.478,42.562,False
92,130.478,42.561,False
93,129.785,42.68,False
93,129.784,42.679,False
93,129.783,42.68,False
93,129.785,42.68,False
94,130.552,42.506,False
94,130.549,42.505,False
94,130.552,42.511,False
94,130.552,42.506,False
95,130.545,42.498,False
95,130.552,42.496,False
95,130.549,42.491,False
95,130.545,42.498,False
96,130.565,42.462,False
96,130.566,42.449,False
96,130.565,42.446,False
96,130.565,42.462,False
97,129.774,42.615,False
97,129.774,42.615,False
97,129.774,42.615,False
97,129.774,42.615,False
98,129.769,42.604,False
98,129.766,42.604,False
98,129.769,42.604,False
98,129.769,42.604,False
99,129.756,42.6,False
99,129.756,42.599,False
99,129.756,42.6,False
99,129.756,42.6,False
100,130.626,42.428,False
100,130.626,42.425,False
100,130.624,42.428,False
100,130.626,42.428,False
101,129.739,42.552,False
101,129.738,42.552,False
101,129.738,42.553,False
101,129.739,42.552,False
102,129.745,42.544,False
